queue_kind,project_id,test_case_id,priority,issue_type,status,run_id,manifest_path,metrics_path,evidence
concrete_case,mlx_dots_tts,clone_3s_en,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,clone_en_same,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,clone_vi_same,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,clone_zh_same,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,control_emotion_prompt_en,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,control_style_transfer,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,control_whisper_style,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,core_ar_names,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,core_de_instruction,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,core_en_numbers,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,core_es_question,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,core_fr_long_sentence,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,core_hi_amount,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,core_ja_reading,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,core_ko_customer,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,core_vi_reading,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,core_yue_dialect,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,core_zh_en_codeswitch,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,scenema_clone_tarkin_en,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,scenema_longform_en,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,scenema_polyglot_obama_es,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,stress_long_en,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,stress_long_zh,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,xling_en_to_ja,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,xling_en_to_zh,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
concrete_case,mlx_dots_tts,xling_zh_to_en,P2,axis_case_quality_low,rescored_qwen3_asr_0_6b,low_score_full_retest_20260718_dots,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/manifest.csv,/Users/vanch/tts-test-project/results/low_score_full_retest_20260718_dots/metrics.csv,run=low_score_full_retest_20260718_dots; fail_flags=ok; metric_failures=
